"","ID","CHR","MAPINFO","UCSC_RefGene_Name","UCSC_RefGene_Accession","UCSC_RefGene_Group","Relation_to_UCSC_CpG_Island"
"cg07039362","cg07039362","16",55908870,"CES7;CES7","NM_145024;NM_001143685","Body;Body",""
"cg08728448","cg08728448","16",55909166,"CES7;CES7;CES7;CES7","NM_145024;NM_145024;NM_001143685;NM_001143685","1stExon;5'UTR;1stExon;5'UTR",""
"cg07105499","cg07105499","16",55909393,"CES7;CES7","NM_001143685;NM_145024","TSS200;TSS200",""
"cg23092086","cg23092086","16",55909573,"CES7;CES7","NM_001143685;NM_145024","TSS1500;TSS1500",""
"cg03284670","cg03284670","16",55909732,"CES7;CES7","NM_001143685;NM_145024","TSS1500;TSS1500",""
"cg00693157","cg00693157","16",55910494,"CES7;CES7","NM_001143685;NM_145024","TSS1500;TSS1500",""
"cg01769354","cg01769354","16",55960809,"","","",""
"cg00991179","cg00991179","16",56000067,"","","",""
"cg00192750","cg00192750","16",56023299,"","","",""
"cg00259043","cg00259043","16",56023696,"","","",""
"cg00962984","cg00962984","16",56150071,"LOC283856","NR_027078","Body",""
"cg26832183","cg26832183","16",56221534,"LOC283856","NR_027078","Body","N_Shelf"
"cg04156464","cg04156464","16",56224504,"GNAO1;GNAO1;LOC283856","NM_020988;NM_138736;NR_027078","TSS1500;TSS1500;Body","N_Shore"
"cg08613597","cg08613597","16",56224627,"GNAO1;GNAO1;LOC283856","NM_020988;NM_138736;NR_027078","TSS1500;TSS1500;Body","N_Shore"
"cg09103960","cg09103960","16",56225504,"LOC283856;GNAO1;GNAO1;GNAO1;GNAO1","NR_027078;NM_138736;NM_138736;NM_020988;NM_020988","TSS1500;1stExon;5'UTR;1stExon;5'UTR","Island"
"cg13936125","cg13936125","16",56225599,"LOC283856;GNAO1;GNAO1;GNAO1;GNAO1","NR_027078;NM_138736;NM_138736;NM_020988;NM_020988","TSS1500;1stExon;5'UTR;1stExon;5'UTR","Island"
"cg05659265","cg05659265","16",56225846,"LOC283856;GNAO1;GNAO1;GNAO1;GNAO1","NR_027078;NM_138736;NM_138736;NM_020988;NM_020988","TSS1500;1stExon;5'UTR;1stExon;5'UTR","Island"
"cg26495109","cg26495109","16",56225952,"LOC283856;GNAO1;GNAO1;GNAO1;GNAO1","NR_027078;NM_138736;NM_138736;NM_020988;NM_020988","TSS1500;1stExon;5'UTR;1stExon;5'UTR","Island"
"cg21530453","cg21530453","16",56226346,"LOC283856;GNAO1;GNAO1","NR_027078;NM_020988;NM_138736","TSS1500;Body;Body","Island"
"cg02954212","cg02954212","16",56226350,"LOC283856;GNAO1;GNAO1","NR_027078;NM_020988;NM_138736","TSS1500;Body;Body","Island"
"cg09659734","cg09659734","16",56227065,"DKFZP434H168;GNAO1;GNAO1","NR_026889;NM_020988;NM_138736","Body;Body;Body","S_Shore"
"cg27271486","cg27271486","16",56227690,"DKFZP434H168;GNAO1;GNAO1","NR_026889;NM_020988;NM_138736","Body;Body;Body","S_Shore"
"cg00348762","cg00348762","16",56228114,"DKFZP434H168;GNAO1;GNAO1","NR_026889;NM_020988;NM_138736","Body;Body;Body","S_Shore"
"cg07636145","cg07636145","16",56228188,"DKFZP434H168;GNAO1;GNAO1","NR_026889;NM_020988;NM_138736","Body;Body;Body","S_Shore"
"cg03399271","cg03399271","16",56228385,"DKFZP434H168;GNAO1;GNAO1","NR_026889;NM_020988;NM_138736","Body;Body;Body","S_Shelf"
"cg27073113","cg27073113","16",56228744,"DKFZP434H168;GNAO1;GNAO1","NR_026889;NM_020988;NM_138736","TSS1500;Body;Body","S_Shelf"
"cg27369423","cg27369423","16",56228901,"DKFZP434H168;GNAO1;GNAO1","NR_026889;NM_020988;NM_138736","TSS1500;Body;Body","S_Shelf"
"cg04507426","cg04507426","16",56229180,"DKFZP434H168;GNAO1;GNAO1","NR_026889;NM_020988;NM_138736","TSS1500;Body;Body","S_Shelf"
"cg04037585","cg04037585","16",56231292,"GNAO1;GNAO1","NM_020988;NM_138736","Body;Body",""
"cg08535918","cg08535918","16",56256748,"GNAO1;GNAO1","NM_020988;NM_138736","Body;Body",""
"cg07790747","cg07790747","16",56266223,"GNAO1;GNAO1","NM_020988;NM_138736","Body;Body",""
"cg08698835","cg08698835","16",56279276,"GNAO1;GNAO1","NM_020988;NM_138736","Body;Body",""
"cg26912314","cg26912314","16",56291781,"GNAO1;GNAO1","NM_020988;NM_138736","Body;Body",""
"cg04930816","cg04930816","16",56303621,"GNAO1;GNAO1","NM_020988;NM_138736","Body;Body",""
"cg07823688","cg07823688","16",56310091,"GNAO1;GNAO1","NM_020988;NM_138736","Body;Body",""
"cg02775369","cg02775369","16",56316221,"GNAO1;GNAO1","NM_020988;NM_138736","Body;Body",""
"cg02433656","cg02433656","16",56322654,"GNAO1;GNAO1","NM_020988;NM_138736","Body;Body",""
"cg10482356","cg10482356","16",56328421,"GNAO1;GNAO1","NM_020988;NM_138736","Body;Body",""
"cg00417823","cg00417823","16",56330268,"GNAO1;GNAO1","NM_020988;NM_138736","Body;Body",""
"cg09403559","cg09403559","16",56334857,"GNAO1;GNAO1","NM_020988;NM_138736","Body;Body",""
"cg07850447","cg07850447","16",56341068,"GNAO1;GNAO1","NM_020988;NM_138736","Body;Body",""
"cg10139742","cg10139742","16",56352151,"GNAO1;GNAO1","NM_020988;NM_138736","Body;Body",""
"cg03011594","cg03011594","16",56370697,"GNAO1;GNAO1","NM_020988;NM_138736","Body;Body",""
"cg16623098","cg16623098","16",56374383,"GNAO1;GNAO1","NM_020988;NM_138736","Body;Body",""
"cg05035616","cg05035616","16",56374523,"GNAO1;GNAO1","NM_020988;NM_138736","Body;Body",""
"cg07287255","cg07287255","16",56374688,"GNAO1;GNAO1","NM_020988;NM_138736","Body;Body",""
"cg03896542","cg03896542","16",56378687,"GNAO1;GNAO1","NM_020988;NM_138736","Body;3'UTR",""
"cg06783533","cg06783533","16",56388908,"GNAO1","NM_020988","Body",""
"cg16475558","cg16475558","16",56388945,"GNAO1","NM_020988","Body",""
"cg01364969","cg01364969","16",56389029,"GNAO1","NM_020988","3'UTR",""
"cg09965996","cg09965996","16",56390429,"GNAO1","NM_020988","3'UTR",""
"cg07024458","cg07024458","16",56390600,"GNAO1","NM_020988","3'UTR",""
"cg03300177","cg03300177","16",56390811,"GNAO1","NM_020988","3'UTR",""
"cg05434641","cg05434641","16",56391437,"","","",""
"cg00500540","cg00500540","16",56394104,"","","","N_Shelf"
"cg02691360","cg02691360","16",56396075,"AMFR","NM_001144","3'UTR","N_Shore"
"cg08322467","cg08322467","16",56396854,"AMFR","NM_001144","Body","N_Shore"
"cg26992524","cg26992524","16",56397855,"AMFR","NM_001144","Body","Island"
"cg14496574","cg14496574","16",56397917,"AMFR","NM_001144","Body","Island"
"cg08292080","cg08292080","16",56398010,"AMFR","NM_001144","Body","Island"
"cg01912578","cg01912578","16",56398105,"AMFR","NM_001144","Body","S_Shore"
"cg01019246","cg01019246","16",56400961,"AMFR","NM_001144","Body","S_Shelf"
"cg07336016","cg07336016","16",56417448,"AMFR","NM_001144","Body",""
"cg16523801","cg16523801","16",56448618,"AMFR","NM_001144","Body",""
"cg03099790","cg03099790","16",56456455,"AMFR","NM_001144","Body","N_Shelf"
"cg06097580","cg06097580","16",56456934,"AMFR","NM_001144","Body","N_Shore"
"cg05053220","cg05053220","16",56457177,"AMFR","NM_001144","Body","N_Shore"
"cg01035013","cg01035013","16",56458628,"AMFR","NM_001144","Body","N_Shore"
"cg02513764","cg02513764","16",56459026,"AMFR","NM_001144","1stExon","Island"
"cg11323230","cg11323230","16",56459217,"AMFR","NM_001144","1stExon","Island"
"cg00152175","cg00152175","16",56459720,"AMFR","NM_001144","TSS1500","Island"
"cg09361751","cg09361751","16",56460156,"AMFR","NM_001144","TSS1500","S_Shore"
"cg08943361","cg08943361","16",56462172,"","","","S_Shelf"
"cg02022431","cg02022431","16",56465079,"NUDT21","NM_007006","3'UTR",""
"cg06291266","cg06291266","16",56481617,"NUDT21","NM_007006","Body","N_Shelf"
"cg22244418","cg22244418","16",56484117,"OGFOD1;NUDT21","NM_018233;NM_007006","TSS1500;Body","N_Shore"
"cg08952781","cg08952781","16",56484705,"OGFOD1;NUDT21","NM_018233;NM_007006","TSS1500;Body","N_Shore"
"cg02904093","cg02904093","16",56485054,"NUDT21;OGFOD1","NM_007006;NM_018233","1stExon;TSS1500","Island"
"cg25974870","cg25974870","16",56485177,"NUDT21;OGFOD1;NUDT21","NM_007006;NM_018233;NM_007006","1stExon;TSS1500;5'UTR","Island"
"cg03014785","cg03014785","16",56485378,"NUDT21;OGFOD1","NM_007006;NM_018233","TSS200;TSS200","Island"
"cg03030345","cg03030345","16",56485391,"NUDT21;OGFOD1","NM_007006;NM_018233","TSS200;TSS200","Island"
"cg05293701","cg05293701","16",56485429,"NUDT21;OGFOD1;OGFOD1","NM_007006;NM_018233;NM_018233","TSS200;1stExon;5'UTR","Island"
"cg09094804","cg09094804","16",56485438,"NUDT21;OGFOD1;OGFOD1","NM_007006;NM_018233;NM_018233","TSS200;1stExon;5'UTR","Island"
"cg01181758","cg01181758","16",56485501,"OGFOD1;NUDT21;OGFOD1","NM_018233;NM_007006;NM_018233","1stExon;TSS1500;5'UTR","Island"
"cg04268390","cg04268390","16",56485608,"OGFOD1;NUDT21","NM_018233;NM_007006","1stExon;TSS1500","Island"
"cg03619472","cg03619472","16",56486263,"OGFOD1;NUDT21","NM_018233;NM_007006","Body;TSS1500","S_Shore"
"cg02257550","cg02257550","16",56486271,"OGFOD1;NUDT21","NM_018233;NM_007006","Body;TSS1500","S_Shore"
"cg02593517","cg02593517","16",56486336,"OGFOD1;NUDT21","NM_018233;NM_007006","Body;TSS1500","S_Shore"
"cg09144098","cg09144098","16",56518581,"BBS2","NM_031885","3'UTR",""
"cg00863378","cg00863378","16",56549757,"BBS2","NM_031885","Body","N_Shelf"
"cg06249486","cg06249486","16",56553361,"BBS2","NM_031885","Body","N_Shore"
"cg13097319","cg13097319","16",56553530,"BBS2","NM_031885","Body","Island"
"cg09278656","cg09278656","16",56553664,"BBS2","NM_031885","1stExon","Island"
"cg06655377","cg06655377","16",56553780,"BBS2;BBS2","NM_031885;NM_031885","1stExon;5'UTR","Island"
"cg09156115","cg09156115","16",56553898,"BBS2;BBS2","NM_031885;NM_031885","1stExon;5'UTR","Island"
"cg11558102","cg11558102","16",56554074,"BBS2","NM_031885","TSS200","Island"
"cg07280206","cg07280206","16",56554249,"BBS2","NM_031885","TSS1500","S_Shore"
"cg03885664","cg03885664","16",56554271,"BBS2","NM_031885","TSS1500","S_Shore"
"cg00876127","cg00876127","16",56554313,"BBS2","NM_031885","TSS1500","S_Shore"
"cg09906857","cg09906857","16",56557397,"","","","S_Shelf"
"cg09564533","cg09564533","16",56559196,"","","",""
"cg00324725","cg00324725","16",56581212,"","","",""
"cg02552572","cg02552572","16",56597746,"MT4","NM_032935","TSS1500",""
"cg13373996","cg13373996","16",56598820,"MT4","NM_032935","TSS200",""
"cg01015871","cg01015871","16",56599188,"MT4","NM_032935","Body",""
"cg00410719","cg00410719","16",56621065,"","","","N_Shelf"
"cg27295963","cg27295963","16",56622951,"MT3","NM_005954","TSS1500","N_Shore"
"cg06120945","cg06120945","16",56622960,"MT3","NM_005954","TSS1500","N_Shore"
"cg04853906","cg04853906","16",56623013,"MT3","NM_005954","TSS1500","N_Shore"
"cg16158681","cg16158681","16",56623109,"MT3","NM_005954","TSS200","Island"
"cg03015433","cg03015433","16",56623111,"MT3","NM_005954","TSS200","Island"
"cg22655224","cg22655224","16",56623448,"MT3;MT3","NM_005954;NM_005954","5'UTR;1stExon","Island"
"cg08795279","cg08795279","16",56623816,"MT3","NM_005954","Body","Island"
"cg09372728","cg09372728","16",56624886,"MT3","NM_005954","3'UTR","S_Shore"
"cg07792978","cg07792978","16",56626178,"","","","S_Shelf"
"cg09288962","cg09288962","16",56640057,"","","","N_Shelf"
"cg10257110","cg10257110","16",56640568,"","","","N_Shore"
"cg06523948","cg06523948","16",56640947,"","","","N_Shore"
"cg06663317","cg06663317","16",56641101,"MT2A","NM_005953","TSS1500","N_Shore"
"cg08409642","cg08409642","16",56641373,"MT2A","NM_005953","TSS1500","N_Shore"
"cg26651122","cg26651122","16",56641777,"MT2A","NM_005953","TSS1500","N_Shore"
"cg17886959","cg17886959","16",56642024,"MT2A","NM_005953","TSS1500","N_Shore"
"cg23581183","cg23581183","16",56642130,"MT2A","NM_005953","TSS1500","Island"
"cg01910484","cg01910484","16",56642229,"MT2A","NM_005953","TSS1500","Island"
"cg20430434","cg20430434","16",56642433,"MT2A","NM_005953","TSS200","Island"
"cg01190915","cg01190915","16",56642761,"MT2A","NM_005953","Body","S_Shore"
"cg06711418","cg06711418","16",56643342,"MT2A","NM_005953","3'UTR","S_Shore"
"cg10443421","cg10443421","16",56644991,"","","","S_Shelf"
"cg04578397","cg04578397","16",56650508,"MT1L","NR_001447","TSS1500","N_Shore"
"cg05404792","cg05404792","16",56650847,"MT1L","NR_001447","TSS1500","N_Shore"
"cg10506097","cg10506097","16",56651356,"MT1L","NR_001447","TSS200","Island"
"cg06846010","cg06846010","16",56651367,"MT1L","NR_001447","TSS200","Island"
"cg26561810","cg26561810","16",56651456,"MT1L","NR_001447","Body","S_Shore"
"cg00873811","cg00873811","16",56654264,"","","","S_Shelf"
"cg00725426","cg00725426","16",56656222,"","","","N_Shelf"
"cg07912888","cg07912888","16",56658970,"MT1E","NM_175617","TSS1500","N_Shore"
"cg15134649","cg15134649","16",56659336,"MT1E","NM_175617","TSS1500","Island"
"cg00178359","cg00178359","16",56659460,"MT1E","NM_175617","TSS200","Island"
"cg06463589","cg06463589","16",56659652,"MT1E;MT1E","NM_175617;NM_175617","1stExon;5'UTR","Island"
"cg05743734","cg05743734","16",56659659,"MT1E;MT1E","NM_175617;NM_175617","1stExon;5'UTR","Island"
"cg20083730","cg20083730","16",56659724,"MT1E;MT1E","NM_175617;NM_175617","1stExon;5'UTR","S_Shore"
"cg04793813","cg04793813","16",56659964,"MT1E","NM_175617","Body","S_Shore"
"cg27391470","cg27391470","16",56663269,"","","","N_Shelf"
"cg10638827","cg10638827","16",56665855,"MT1M","NM_176870","TSS1500","N_Shore"
"cg05925949","cg05925949","16",56665870,"MT1M","NM_176870","TSS1500","N_Shore"
"cg02132560","cg02132560","16",56666049,"MT1M","NM_176870","TSS1500","Island"
"cg05581701","cg05581701","16",56666323,"MT1M","NM_176870","TSS1500","Island"
"cg02160530","cg02160530","16",56666428,"MT1M","NM_176870","TSS200","Island"
"cg04994964","cg04994964","16",56666640,"MT1M;MT1M","NM_176870;NM_176870","5'UTR;1stExon","Island"
"cg04523867","cg04523867","16",56667262,"MT1M","NM_176870","Body","N_Shore"
"cg00170620","cg00170620","16",56669038,"","","","Island"
"cg00851389","cg00851389","16",56669681,"","","","Island"
"cg14948757","cg14948757","16",56669726,"","","","Island"
"cg09944171","cg09944171","16",56669778,"","","","S_Shore"
"cg06877200","cg06877200","16",56671862,"MT1A","NM_005946","TSS1500","N_Shore"
"cg04436255","cg04436255","16",56672184,"MT1A","NM_005946","TSS1500","Island"
"cg01110759","cg01110759","16",56672387,"MT1A","NM_005946","TSS200","Island"
"cg09137696","cg09137696","16",56672415,"MT1A","NM_005946","TSS200","Island"
"cg18438944","cg18438944","16",56672525,"MT1A","NM_005946","TSS200","Island"
"cg02263813","cg02263813","16",56672640,"MT1A;MT1A","NM_005946;NM_005946","1stExon;5'UTR","S_Shore"
"cg00425710","cg00425710","16",56672671,"MT1A","NM_005946","1stExon","S_Shore"
"cg03923438","cg03923438","16",56672722,"MT1A","NM_005946","Body","S_Shore"
"cg06343774","cg06343774","16",56673389,"MT1A","NM_005946","Body","S_Shore"
"cg07736335","cg07736335","16",56676189,"MT1DP","NR_027781","TSS1500","N_Shore"
"cg07835270","cg07835270","16",56676694,"MT1DP;MT1DP","NR_003658;NR_027781","TSS1500;TSS1500","N_Shore"
"cg09477740","cg09477740","16",56677205,"MT1DP;MT1DP","NR_003658;NR_027781","TSS1500;TSS1500","Island"
"cg05799507","cg05799507","16",56677223,"MT1DP;MT1DP","NR_003658;NR_027781","TSS1500;TSS1500","Island"
"cg02898915","cg02898915","16",56677510,"MT1DP;MT1DP","NR_003658;NR_027781","TSS1500;TSS200","Island"
"cg06182274","cg06182274","16",56677585,"MT1DP;MT1DP","NR_003658;NR_027781","TSS200;TSS200","Island"
"cg03804755","cg03804755","16",56677634,"MT1DP;MT1DP","NR_027781;NR_003658","Body;TSS200","S_Shore"
"cg01455366","cg01455366","16",56677683,"MT1DP;MT1DP","NR_027781;NR_003658","Body;TSS200","S_Shore"
"cg10417218","cg10417218","16",56677791,"MT1DP;MT1DP","NR_027781;NR_003658","Body;Body","S_Shore"
"cg00381622","cg00381622","16",56677855,"MT1DP;MT1DP","NR_027781;NR_003658","Body;Body","S_Shore"
"cg02141929","cg02141929","16",56681544,"","","","S_Shelf"
"cg00398420","cg00398420","16",56681867,"","","",""
"cg09477019","cg09477019","16",56681945,"","","",""
"cg04738130","cg04738130","16",56684805,"MT1B","NM_005947","TSS1500",""
"cg27383124","cg27383124","16",56685054,"MT1B","NM_005947","TSS1500",""
"cg26640547","cg26640547","16",56685618,"MT1B","NM_005947","TSS200",""
"cg06094150","cg06094150","16",56685637,"MT1B","NM_005947","TSS200",""
"cg03655527","cg03655527","16",56685736,"MT1B","NM_005947","TSS200",""
"cg17386181","cg17386181","16",56685902,"MT1B","NM_005947","Body",""
"cg08942052","cg08942052","16",56686404,"MT1B","NM_005947","Body",""
"cg27463141","cg27463141","16",56689112,"","","","N_Shelf"
"cg08404299","cg08404299","16",56691551,"MT1F","NM_005949","TSS1500","N_Shore"
"cg08693344","cg08693344","16",56691562,"MT1F","NM_005949","TSS1500","N_Shore"
"cg23217005","cg23217005","16",56691744,"MT1F","NM_005949","TSS200","Island"
"cg02674719","cg02674719","16",56691760,"MT1F","NM_005949","TSS200","Island"
"cg00793056","cg00793056","16",56691764,"MT1F","NM_005949","TSS200","Island"
"cg05611958","cg05611958","16",56691962,"MT1F;MT1F","NM_005949;NM_005949","1stExon;5'UTR","Island"
"cg00728317","cg00728317","16",56692033,"MT1F","NM_005949","Body","Island"
"cg02527372","cg02527372","16",56692077,"MT1F","NM_005949","Body","S_Shore"
"cg03585823","cg03585823","16",56693070,"MT1F","NM_005949","Body","S_Shore"
"cg09145546","cg09145546","16",56696748,"","","","N_Shore"
"cg03936449","cg03936449","16",56696967,"","","","Island"
"cg05486035","cg05486035","16",56697088,"","","","Island"
"cg09044708","cg09044708","16",56698352,"","","","S_Shore"
"cg05554151","cg05554151","16",56700796,"MT1G","NM_005950","Body","N_Shore"
"cg22198623","cg22198623","16",56701868,"MT1G","NM_005950","Body","Island"
"cg03566142","cg03566142","16",56701918,"MT1G;MT1G","NM_005950;NM_005950","1stExon;5'UTR","Island"
"cg07791866","cg07791866","16",56701994,"MT1G","NM_005950","TSS200","Island"
"cg27367960","cg27367960","16",56702038,"MT1G","NM_005950","TSS200","Island"
"cg07602841","cg07602841","16",56702144,"MT1G","NM_005950","TSS200","Island"
"cg02803037","cg02803037","16",56702158,"MT1G","NM_005950","TSS200","Island"
"cg02590366","cg02590366","16",56702653,"MT1G;MT1H","NM_005950;NM_005951","TSS1500;TSS1500","N_Shore"
"cg09174870","cg09174870","16",56702802,"MT1G;MT1H","NM_005950;NM_005951","TSS1500;TSS1500","N_Shore"
"cg01507019","cg01507019","16",56703257,"MT1G;MT1H","NM_005950;NM_005951","TSS1500;TSS1500","N_Shore"
"cg05958050","cg05958050","16",56703400,"MT1G;MT1H","NM_005950;NM_005951","TSS1500;TSS1500","Island"
"cg02548364","cg02548364","16",56703551,"MT1H","NM_005951","TSS200","Island"
"cg00448143","cg00448143","16",56703788,"MT1H;MT1H","NM_005951;NM_005951","1stExon;5'UTR","S_Shore"
"cg10014293","cg10014293","16",56703833,"MT1H","NM_005951","Body","S_Shore"
"cg26937772","cg26937772","16",56704905,"MT1H","NM_005951","3'UTR","S_Shore"
"cg16426215","cg16426215","16",56706854,"","","","N_Shelf"
"cg19214300","cg19214300","16",56709503,"MT1IP","NR_003669","TSS200","N_Shore"
"cg17545418","cg17545418","16",56709853,"MT1IP","NR_003669","Body","Island"
"cg04924185","cg04924185","16",56710098,"MT1IP","NR_003669","Body","S_Shore"
"cg08302771","cg08302771","16",56710256,"MT1IP","NR_003669","Body","S_Shore"
"cg08293392","cg08293392","16",56710807,"MT1IP","NR_003669","Body","S_Shore"
"cg08103706","cg08103706","16",56713771,"","","","N_Shelf"
"cg03551406","cg03551406","16",56715756,"MT1X","NM_005952","TSS1500","N_Shore"
"cg03368362","cg03368362","16",56716011,"MT1X","NM_005952","TSS1500","Island"
